solar_generation,date,hour,variable_1,variable_2,variable_3,variable_4,variable_5
,20180520,400,18.6,93,0.332,4.58,58.96446546
,20180520,500,16.8,100,0.332,5.2,38.93299191
,20180520,600,17.4,100,0.333,5.98,29.72015654
,20180520,700,20.7,93,0.334,5.75,48.05953193
,20180520,800,22.6,79,0.333,6.14,44.96895455
,20180520,900,24.3,67,0.332,6.38,128.4959186
,20180520,1000,25.6,66,0.33,6.95,51.61310818
,20180520,1100,26.5,62,0.328,6.8,37.42367278
,20180520,1200,26.6,59,0.326,6.87,112.6012551
,20180520,1300,27.1,56,0.323,5.96,150.542219
,20180520,1400,27.7,48,0.321,5.55,29.26284491
,20180520,1500,26.6,55,0.319,5.68,36.92025581
,20180520,1600,25.6,67,0.316,5.73,4.140283256
,20180520,1700,24.4,77,0.315,5.1,127.3749065
,20180520,1800,24.1,78,0.314,4.7,32.0723189
,20180520,1900,22.1,86,0.313,4.45,117.7211125
,20180520,2000,20.2,97,0.313,5.28,73.29808762
,20180520,2100,19.7,98,0.311,4.73,147.0179379
,20180520,2200,19.1,99,0.311,4.71,64.1318621
,20180520,2300,19,100,0.31,3.99,142.5842801
,20180521,0,18.9,100,0.31,5.06,115.0053118
,20180521,100,18,100,0.309,4.69,130.7122914
,20180521,200,17.8,100,0.31,4.81,70.89599976
,20180521,300,17,100,0.31,4.75,92.82706649
,20180521,400,16.5,100,0.31,4.05,2.924028196
,20180521,500,16.8,100,0.308,5.65,36.33546816
,20180521,600,17.4,100,0.308,5.95,84.05712793
,20180521,700,19.3,96,0.308,6.45,66.46092751
,20180521,800,21.3,84,0.308,6.52,3.348824967
,20180521,900,22.1,78,0.307,6.57,9.881157675
,20180521,1000,23.1,70,0.305,6.69,79.04795448
,20180521,1100,24.3,64,0.305,6.64,34.2800882
,20180521,1200,25,64,0.304,6.04,86.114216
,20180521,1300,25,64,0.3,6.34,27.0502149
,20180521,1400,25.4,61,0.297,6.67,137.1587763
,20180521,1500,25.4,59,0.296,6.77,77.38873334
,20180521,1600,25.8,55,0.294,6.04,45.54297688
,20180521,1700,25.4,54,0.29,5.92,84.3582418
,20180521,1800,24.5,55,0.288,5.04,7.587170379
,20180521,1900,22.5,64,0.287,4.52,30.61221206
,20180521,2000,20,78,0.287,4.68,82.797362
,20180521,2100,19.5,86,0.286,4.26,136.1072231
,20180521,2200,19.5,86,0.285,4.54,61.07581943
,20180521,2300,18.1,90,0.285,5.03,110.8266515
,20180522,0,19.2,87,0.285,5.31,49.99540907
,20180522,100,19.4,82,0.284,3.77,78.87652824
,20180522,200,19.3,83,0.284,4.37,67.55358786
,20180522,300,19.2,84,0.284,4.41,81.75177379
,20180522,400,19.1,86,0.284,4.46,82.98463006
,20180522,500,19.1,89,0.283,4.83,112.8158839
,20180522,600,19.3,90,0.283,5.96,6.748581077
,20180522,700,19.5,91,0.283,5.54,62.67666902
,20180522,800,19.8,92,0.284,5.38,115.9870798
,20180522,900,20.1,91,0.283,6.07,107.0058352
,20180522,1000,20.7,90,0.283,5.92,54.13272222
,20180522,1100,21.6,88,0.281,6.54,59.57548417
,20180522,1200,23.2,80,0.28,6.32,38.82699475
,20180522,1300,23,78,0.279,6.18,145.2013242
,20180522,1400,24.1,74,0.278,6.1,98.67658625
,20180522,1500,23.9,75,0.276,6.1,47.44787956
,20180522,1600,24,74,0.275,5.82,74.47100729
,20180522,1700,21.1,86,0.273,5.12,63.40990607
,20180522,1800,20.1,98,0.273,3.97,81.58986195
,20180522,1900,19.6,100,0.274,4.21,69.41229307
,20180522,2000,18.9,100,0.275,4.26,1.595876434
,20180522,2100,18.6,100,0.273,5.31,65.93562314
,20180522,2200,17.8,100,0.274,4.71,133.1427615
,20180522,2300,17.1,100,0.273,3.77,83.1672512
,20180523,0,16.6,100,0.273,4.21,87.97611547
,20180523,100,16.4,100,0.273,3.9,97.54291039
,20180523,200,16.3,100,0.274,5.44,67.17667157
,20180523,300,16.1,100,0.273,4.22,19.90844902
,20180523,400,15.7,100,0.273,4.65,41.99286563
,20180523,500,15.2,100,0.273,5.99,17.45756685
,20180523,600,16.3,100,0.273,6.39,88.16112455
,20180523,700,19.1,100,0.273,5.72,88.3481807
,20180523,800,21.6,94,0.273,6.65,124.7387147
,20180523,900,22.7,83,0.273,6.15,56.88952259
,20180523,1000,23.8,78,0.272,6.23,81.32062741
,20180523,1100,24.5,73,0.271,6.46,89.18912972
,20180523,1200,25.3,67,0.271,6.45,125.7124416
,20180523,1300,25.7,65,0.27,6.34,101.333791
,20180523,1400,26,64,0.268,6.13,147.8341941
,20180523,1500,26.5,62,0.267,6.47,23.55223827
,20180523,1600,26.3,56,0.265,5.76,84.87025539
,20180523,1700,25.8,56,0.262,6.23,137.4120401
,20180523,1800,24.6,64,0.262,5.3,79.27225276
,20180523,1900,22.4,75,0.261,4.73,32.03040607
,20180523,2000,20.7,83,0.261,4.43,21.40914522
,20180523,2100,20,86,0.26,4.43,86.0336231
,20180523,2200,18.7,92,0.26,4.63,73.99747938
,20180523,2300,18.6,92,0.259,4.54,114.7621646
,20180524,0,18.1,91,0.259,4.86,35.98218941
,20180524,100,18,91,0.258,3.92,51.65988056
,20180524,200,17.4,93,0.259,4.52,80.0939338
,20180524,300,17.2,95,0.258,3.9,70.42284172
,20180524,400,16,98,0.258,4.85,20.60554825
,20180524,500,16.1,100,0.258,5.56,28.36505014
,20180524,600,17.2,99,0.258,6.37,148.7577073
,20180524,700,19.6,92,0.258,5.86,114.2103594
,20180524,800,22,79,0.259,6.76,86.05385971
,20180524,900,23.4,74,0.258,6.02,108.7959434
,20180524,1000,24.8,69,0.256,6.85,100.9895345
,20180524,1100,25.7,64,0.255,6.49,40.22152636
,20180524,1200,25.9,58,0.255,6.2,128.3639186
,20180524,1300,26.8,54,0.253,6.46,109.1916898
,20180524,1400,27.5,50,0.251,5.47,141.5772947
,20180524,1500,26.6,55,0.251,5.93,115.5095888
,20180524,1600,27.2,57,0.249,6.21,143.1039547
,20180524,1700,26.5,61,0.246,5.64,35.73525455
,20180524,1800,24.7,69,0.246,5.1,46.90138479
,20180524,1900,23.3,76,0.245,4.94,61.23934723
,20180524,2000,22,81,0.245,4.22,31.18824503
,20180524,2100,22.1,80,0.244,4.24,54.84027543
,20180524,2200,20.3,90,0.244,4.63,35.86581793
,20180524,2300,19.9,99,0.244,4.26,98.75984223
,20180525,0,19.1,99,0.244,5.17,112.8393365
,20180525,100,18.8,100,0.243,4.64,86.64761493
,20180525,200,19,100,0.244,3.96,14.77623684
,20180525,300,19,99,0.244,4.64,146.5467491
,20180525,400,18.8,100,0.244,4.78,138.9586118
,20180525,500,18.4,100,0.244,5.59,43.92930985
,20180525,600,18.9,100,0.244,6.31,78.36823967
,20180525,700,20.2,97,0.244,6.65,148.9446198
,20180525,800,21.8,89,0.244,6.39,19.01929578
,20180525,900,23.1,83,0.244,6.64,151.9487063
,20180525,1000,24.2,79,0.244,6.01,21.70191633
,20180525,1100,25.4,73,0.244,6.48,98.2923034
,20180525,1200,25.9,69,0.243,5.96,39.55519324
,20180525,1300,26.7,62,0.241,5.68,144.6576739
,20180525,1400,24.4,68,0.241,5.82,103.9493723
,20180525,1500,23.9,80,0.24,6.1,10.78478934
,20180525,1600,26.4,63,0.24,6.34,48.28392135
,20180525,1700,26.3,57,0.241,5.6,67.78948211
,20180525,1800,23.5,78,0.24,4.83,23.19175817
,20180525,1900,21.7,89,0.239,5.05,98.02519424
,20180525,2000,21.1,90,0.239,4.85,34.23250494
,20180525,2100,20.7,94,0.237,4.94,27.06579811
,20180525,2200,19.9,98,0.238,4.41,99.4712942
,20180525,2300,20,99,0.238,4.1,42.00277153
,20180526,0,20.3,96,0.238,4.73,106.1418755
,20180526,100,20,96,0.238,5.33,67.65219021
,20180526,200,19.1,98,0.237,4.89,149.9341873
,20180526,300,18.7,100,0.237,4.64,113.158546
,20180526,400,17.9,100,0.237,4.65,91.57614259
,20180526,500,18.5,100,0.238,5.69,66.02525367
,20180526,600,19.2,100,0.238,5.47,41.47522268
,20180526,700,20,100,0.237,5.69,95.89072899
,20180526,800,20.9,94,0.237,6.65,34.25067179
,20180526,900,21.8,86,0.237,5.94,94.28443509
,20180526,1000,22.7,80,0.238,6.2,111.4758257
,20180526,1100,23.2,76,0.236,6.59,119.8474606
,20180526,1200,23.7,75,0.238,6.68,60.51679601
,20180526,1300,24.8,69,0.236,6.02,124.2044388
,20180526,1400,24.7,69,0.235,5.62,18.05644533
,20180526,1500,22.8,80,0.235,6.08,46.27776223
,20180526,1600,22.1,84,0.234,6.01,116.7643999
,20180526,1700,22.3,83,0.234,4.76,45.76533605
,20180526,1800,22,86,0.234,5.34,25.54721296
,20180526,1900,21.1,92,0.235,4.53,140.0886477
,20180526,2000,20.8,96,0.233,4.29,94.22583173
,20180526,2100,20.2,99,0.234,4.98,48.48582459
,20180526,2200,19.7,100,0.234,3.25,102.4028315
,20180526,2300,18.9,100,0.234,5.06,112.263569
,20180527,0,18.5,100,0.233,4.55,115.5520272
,20180527,100,18.8,100,0.232,5.14,39.79660332
,20180527,200,18.9,100,0.232,5.08,62.2122056
,20180527,300,19,100,0.233,4.71,126.5209057
,20180527,400,19,100,0.233,4.71,20.54587946
,20180527,500,18.8,100,0.233,5.5,17.75626904
,20180527,600,18.9,100,0.233,6.22,110.158402
,20180527,700,20.9,98,0.233,5.76,67.42322141
,20180527,800,22.9,86,0.233,6.03,125.8774922
,20180527,900,24,78,0.233,6.41,47.94752539
,20180527,1000,24.3,74,0.232,6.46,81.67117931
,20180527,1100,24.4,75,0.231,5.85,65.77377801
,20180527,1200,22.3,85,0.231,6.64,13.89121373
,20180527,1300,23.4,86,0.232,6.1,96.98311766
,20180527,1400,24.7,75,0.231,5.91,100.1493435
,20180527,1500,24.8,75,0.23,6.32,117.2399555
,20180527,1600,25,71,0.229,5.75,119.1833467
,20180527,1700,25.1,72,0.229,5.56,121.1593586
,20180527,1800,24.4,79,0.228,4.8,98.47665684
,20180527,1900,23.2,87,0.228,4.89,97.17340959
,20180527,2000,21.1,90,0.229,4.61,97.82794743
,20180527,2100,20.8,94,0.228,4.41,56.41515753
,20180527,2200,20.5,96,0.229,4.58,12.66853755
,20180527,2300,20,98,0.228,4.68,141.8024596
,20180528,0,19.6,99,0.228,5.36,80.59003235
,20180528,100,19.3,99,0.227,2.98,85.77416233
,20180528,200,18.6,100,0.227,5.07,110.8591672
,20180528,300,18.1,100,0.227,4.8,26.27475016
,20180528,400,18.3,100,0.227,5.1,119.5187044
,20180528,500,18.3,100,0.227,5.61,139.9442947
,20180528,600,18.9,100,0.227,5.37,75.26916333
,20180528,700,19.6,100,0.227,5.6,76.59694712
,20180528,800,21,95,0.227,6.05,15.43858743
,20180528,900,22.4,85,0.227,6.39,72.16764794
,20180528,1000,23.7,77,0.226,5.56,12.36141505
,20180528,1100,23,78,0.227,5.95,106.127837
,20180528,1200,22.1,89,0.226,5.91,68.05283004
,20180528,1300,21.4,95,0.226,6.24,85.98404746
,20180528,1400,21.3,95,0.226,6.28,52.81670654
,20180528,1500,21,93,0.226,5.81,37.6698326
,20180528,1600,20.2,94,0.226,5.48,46.18317588
,20180528,1700,20,98,0.227,5.63,47.58858174
,20180528,1800,20.3,98,0.226,4.71,112.224246
,20180528,1900,20.3,98,0.226,4.49,146.099639
,20180528,2000,19.9,97,0.227,3.5,73.03935444
,20180528,2100,19.7,97,0.227,4.27,24.76592572
,20180528,2200,19.6,99,0.226,4.41,81.7906852
,20180528,2300,19.5,99,0.227,4.84,141.2375007
,20180529,0,19.3,99,0.227,5.02,119.4212735
,20180529,100,19.5,99,0.228,4.35,80.12829756
,20180529,200,19.6,97,0.228,5.2,11.68603119
,20180529,300,19.2,96,0.228,4.02,53.36154986
,20180529,400,18.8,98,0.228,5.37,81.93112474
,20180529,500,19,98,0.229,5.32,121.2814831
,20180529,600,19.4,97,0.229,5.84,56.1282943
,20180529,700,19.7,97,0.229,5.59,125.3596478
,20180529,800,19.9,97,0.23,5.7,146.1957143
,20180529,900,20.1,99,0.23,5.57,18.35218053
,20180529,1000,20.9,98,0.23,6.28,98.16667591
,20180529,1100,21.9,92,0.229,6.12,47.21768314
,20180529,1200,22.7,86,0.23,6.62,74.69896909
,20180529,1300,23.6,83,0.23,5.5,147.3065521
,20180529,1400,22.3,90,0.23,5.83,26.2671783
,20180529,1500,22.5,97,0.231,6.62,75.37549048
,20180529,1600,23.9,90,0.231,5.95,89.98958634
,20180529,1700,23.7,86,0.232,5.34,93.35118233
,20180529,1800,22.5,90,0.233,4.3,11.8625698
,20180529,1900,22.2,91,0.236,4.99,134.0734605
,20180529,2000,21.8,93,0.238,3.17,23.41637948
,20180529,2100,21.4,96,0.237,4.61,146.0418794
,20180529,2200,20.8,98,0.242,3.85,17.88645367
,20180529,2300,20.7,99,0.251,4.5,128.0143692
,20180530,0,20.9,97,0.26,5.11,59.92920904
,20180530,100,20.5,98,0.266,5.13,72.64876909
,20180530,200,20.5,99,0.278,4.45,143.6817966
,20180530,300,20.3,99,0.288,4.99,19.35699022
,20180530,400,20.1,99,0.296,4.13,145.4741045
,20180530,500,20.2,99,0.301,5.55,58.3989624
,20180530,600,20.4,99,0.303,5.38,68.40358765
,20180530,700,20.6,99,0.307,5.57,64.63638391
,20180530,800,20.6,100,0.356,6.12,138.6675778
,20180530,900,21.1,99,0.359,6.35,133.4356464
,20180530,1000,22.4,95,0.361,5.94,103.1539806
,20180530,1100,23.4,88,0.359,5.26,28.70601872
,20180530,1200,20.6,95,0.387,6.47,70.8522042
,20180530,1300,23.5,94,0.458,6.43,61.21717891
,20180530,1400,23.7,87,0.41,6.48,62.1345806
,20180530,1500,24.7,87,0.394,6.02,4.281125453
,20180530,1600,25.1,80,0.383,5.84,2.334450073
,20180530,1700,25,79,0.376,5.12,69.02066584
,20180530,1800,23.9,80,0.37,5.18,55.02167393
,20180530,1900,22.7,89,0.367,4.99,33.47571015
,20180530,2000,21.6,92,0.365,4.68,97.7399102
,20180530,2100,21,95,0.363,3.61,51.45502347
,20180530,2200,21,97,0.362,4.67,67.50746243
,20180530,2300,20.7,99,0.362,4.37,7.792173032
,20180531,0,20.3,99,0.36,4.75,20.08447108
,20180531,100,20.1,99,0.359,4.07,1.516819812
,20180531,200,20,100,0.359,4.09,136.3094418
,20180531,300,19.7,100,0.358,4.76,64.13454338
,20180531,400,19,98,0.358,4.64,16.45616657
,20180531,500,18.6,97,0.356,5.81,52.64154662
,20180531,600,18.8,98,0.357,5.25,2.483592595
,20180531,700,20.2,97,0.357,6.26,14.31384219
,20180531,800,21.5,93,0.357,5.34,26.85533407
,20180531,900,21.1,97,0.394,5.94,125.3264418
,20180531,1000,23.2,93,0.387,6,121.2801965
,20180531,1100,24,85,0.38,6.19,150.2899944
,20180531,1200,22.1,93,0.378,5.75,21.46560625
,20180531,1300,22.7,92,0.376,6.73,11.2419622
,20180531,1400,24.3,84,0.374,5.71,120.5343642
,20180531,1500,24.6,81,0.371,4.96,77.74468029
,20180531,1600,20.8,90,0.387,5.13,43.97263858
,20180531,1700,19.2,94,0.39,4.63,86.82444612
,20180531,1800,19.3,99,0.389,3.95,32.86759265
,20180531,1900,19.3,98,0.383,5.08,144.673205
,20180531,2000,18.4,98,-99,3.67,55.09135204
,20180531,2100,18,97,0.481,4.72,95.74769919
,20180531,2200,18.1,98,0.464,4.89,130.4583729
,20180531,2300,18.2,99,0.464,4.39,106.7182273
,20180601,0,18.1,100,0.445,4.8,11.7323545
,20180601,100,17.7,100,0.43,2.42,56.03711704
,20180601,200,17.5,99,-99,3.45,41.61782729
,20180601,300,17.5,98,-99,4.42,77.68248969
,20180601,400,17.8,98,0.467,4.47,128.9805523
,20180601,500,18.2,97,0.474,5.04,97.56764398
,20180601,600,18.2,99,-99,4.41,136.2136777
,20180601,700,18,100,-99,5.56,0.794659384
,20180601,800,18.9,100,-99,6.17,58.87588036
,20180601,900,20.3,93,0.478,6.01,28.03303802
,20180601,1000,20.3,90,0.47,5.84,49.68838646
,20180601,1100,21.1,89,0.462,6.07,87.34345725
,20180601,1200,22.6,83,0.458,6.32,13.71678805
,20180601,1300,24,75,0.445,6.39,9.699238209
,20180601,1400,24.2,70,0.433,5.98,117.0446022
,20180601,1500,24.5,66,0.427,6.07,30.42146939
,20180601,1600,24.6,69,0.42,6.06,117.4508127
,20180601,1700,24.3,70,0.413,5.92,127.7248852
,20180601,1800,23.5,76,0.41,5.18,29.43717599
,20180601,1900,22.1,85,0.407,4.51,88.51910046
,20180601,2000,19.7,96,0.405,4.57,26.05077076
,20180601,2100,18.7,100,0.402,4.28,76.91522896
,20180601,2200,17.8,100,0.397,4.63,44.11059817
,20180601,2300,17.9,100,0.397,4.26,45.74920829
,20180602,0,17.5,100,0.394,5.1,97.52752462
,20180602,100,17.8,100,0.394,4.69,100.6374416
,20180602,200,18.2,100,0.393,2.53,61.53545948
,20180602,300,17.7,100,0.39,4.45,138.6479931
,20180602,400,18.1,100,0.388,3.05,16.08283682
,20180602,500,18.9,100,0.388,5.95,22.33989033
,20180602,600,19.6,100,-99,5.83,55.46819243
,20180602,700,20.8,100,0.384,5.74,30.1639975
,20180602,800,21.6,97,0.382,6.4,115.7757321
,20180602,900,23.1,89,0.381,6.21,103.957213
,20180602,1000,24.4,79,0.379,6.22,114.2902599
,20180602,1100,25,76,0.377,6.8,6.605974919
,20180602,1200,25.7,74,0.376,6.04,19.87186046
,20180602,1300,26.8,67,0.376,6.76,13.48269459
,20180602,1400,26.4,68,0.372,6.38,12.7856486
,20180602,1500,26.8,67,0.37,6.23,98.39465264
,20180602,1600,27.1,59,0.367,5.64,76.5403595
,20180602,1700,26.7,59,0.366,5.86,72.70924402
,20180602,1800,25.7,64,0.363,5.44,90.43539412
,20180602,1900,23.2,78,0.363,5.05,6.870178504
,20180602,2000,20.5,93,0.363,5.11,126.082181
,20180602,2100,19.2,99,0.364,4.17,139.0187758
,20180602,2200,20.5,93,0.363,4.58,72.74521946
,20180602,2300,19.3,95,0.362,4.86,119.532949
,20180603,0,18.1,100,0.362,4.29,19.83590465
,20180603,100,17.5,100,0.362,4.32,52.78885324
,20180603,200,17.8,100,0.361,5.23,126.8912047
,20180603,300,17.3,100,0.362,5.14,45.27982625
,20180603,400,17.4,100,0.361,4.7,146.2521995
,20180603,500,17.4,100,0.361,5,55.25651375
,20180603,600,18.8,100,0.361,5.76,21.84762269
,20180603,700,20.5,100,0.361,5.98,5.525430972
,20180603,800,22.9,96,0.361,6.02,64.00760868
,20180603,900,24.7,85,0.359,6.22,35.88180224
,20180603,1000,25.6,79,0.358,6.57,92.12073319
,20180603,1100,25.6,75,0.358,6.45,101.4794356
,20180603,1200,26.5,69,0.356,6.74,89.95775049
,20180603,1300,26,76,0.354,6.35,31.32933466
,20180603,1400,25.8,74,0.351,6.7,117.9855726
,20180603,1500,25.2,74,0.351,6.55,18.37819641
,20180603,1600,24.9,68,0.346,5.73,72.68529866
,20180603,1700,24.6,61,0.345,6.19,122.6302677
,20180603,1800,23.5,58,0.344,5.56,101.144348
,20180603,1900,21.4,62,0.342,5.24,51.68016417
,20180603,2000,19.4,72,0.342,4.38,67.69518131
,20180603,2100,18.7,70,0.341,4.15,37.79122055
,20180603,2200,17.8,71,0.34,3.75,120.3249316
,20180603,2300,15.8,80,0.341,4.1,68.07211091
,20180604,0,13.4,94,0.34,4.13,113.9741927
,20180604,100,12.4,98,0.339,4.13,94.67434334
,20180604,200,12,99,0.339,4.69,138.079382
,20180604,300,11.9,99,0.339,4.79,65.70370854
,20180604,400,11.7,98,0.339,4.13,134.761274
,20180604,500,11.3,99,0.338,6.07,89.4799633
,20180604,600,13.4,97,0.338,5.87,43.97153551
,20180604,700,17.8,71,0.337,6.47,8.215642074
,20180604,800,19.6,61,0.337,6.09,22.47518894
,20180604,900,21,55,0.335,6.45,99.24597886
,20180604,1000,21.8,47,0.332,6.88,35.2682707
,20180604,1100,22.2,46,0.331,6.77,61.44103507
,20180604,1200,22.8,48,0.327,6.81,9.881900825
,20180604,1300,23.3,47,0.326,6.19,39.71883149
,20180604,1400,23.5,46,0.322,6.02,48.34334218
,20180604,1500,23.7,44,0.32,5.77,63.57838469
,20180604,1600,23.1,47,0.316,6.01,21.02697222
,20180604,1700,21.9,51,0.315,5.3,59.71406132
,20180604,1800,20.7,60,0.314,5.22,124.9640526
,20180604,1900,19.2,68,0.313,4.39,16.73469446
,20180604,2000,17.2,78,0.313,4.66,50.56546329
,20180604,2100,15.2,87,0.312,4.27,115.250222
,20180604,2200,14.2,92,0.312,3.28,87.98875059
,20180604,2300,14.7,87,0.311,4.14,38.82318516
,20180605,0,15.4,80,0.311,4.96,71.47880839
,20180605,100,15,80,0.312,4.62,101.3555358
,20180605,200,14,85,0.311,5.14,104.9820083
,20180605,300,12.4,94,0.31,5.3,1.926011225
,20180605,400,12.5,97,0.31,4.59,133.7807196
,20180605,500,12.3,97,0.31,5.75,119.4198068
,20180605,600,13.5,98,0.31,5.73,106.4410549
,20180605,700,15.9,86,0.309,6.68,128.3412402
,20180605,800,18.9,68,0.31,6.42,84.50861887
,20180605,900,20,59,0.308,6,80.0281312
,20180605,1000,20.6,58,0.308,6.83,52.10838741
,20180605,1100,21.2,58,0.307,6.83,78.99395548
,20180605,1200,21.9,54,0.304,6.1,87.31141016
,20180605,1300,22.5,53,0.303,6,147.484954
,20180605,1400,-9999,-9999,-99,6.33,130.7242321
,20180605,1500,24.1,43,0.299,6.05,105.9069537
,20180605,1600,24.3,40,0.295,6.62,84.37068144
,20180605,1700,24.3,41,0.293,6.06,56.98761432
,20180605,1800,23.4,50,0.292,5.19,115.3004001
,20180605,1900,21,65,0.29,3.89,150.1624905
,20180605,2000,17.3,83,0.29,4.72,128.4764926
,20180605,2100,15.7,93,0.291,4.88,113.123197
,20180605,2200,14.4,97,0.29,4.75,22.82849877
,20180605,2300,13.6,98,0.29,4.66,6.486822198
,20180606,0,13,99,0.289,4.75,47.74011564
,20180606,100,12.6,99,0.289,4.4,60.24251522
,20180606,200,11.9,99,0.288,4.47,13.68071341
,20180606,300,11.6,99,0.288,3.51,69.87213643
,20180606,400,11,99,0.289,4.15,20.52132578
,20180606,500,10.8,99,0.288,5.59,71.33000857
,20180606,600,13,99,0.288,5.93,24.26280517
,20180606,700,17.3,91,0.286,5.91,43.8566451
,20180606,800,21.1,71,0.287,5.97,105.5595592
,20180606,900,22.8,59,0.286,6.23,145.0302058
,20180606,1000,23.5,57,0.285,6.68,140.7656217
,20180606,1100,24.3,54,0.283,6.09,49.14311113
,20180606,1200,25.1,51,0.281,6.03,58.29979991
,20180606,1300,25.8,50,0.28,6.72,153.1624167
,20180606,1400,26.1,52,0.277,5.91,144.788775
,20180606,1500,26.2,54,0.274,6.14,10.2598227
,20180606,1600,26,54,0.273,6.49,7.226533904
,20180606,1700,25.8,55,0.271,6.09,31.8362531
,20180606,1800,25.3,58,0.269,5.32,24.5868885
,20180606,1900,23.3,67,0.268,4.47,104.7845175
,20180606,2000,20.7,80,0.268,3.7,128.1334165
,20180606,2100,19.7,85,0.269,5.15,41.53320531
,20180606,2200,18.5,89,0.269,4.38,104.2849814
,20180606,2300,17.5,88,0.268,4.37,17.27976622
,20180607,0,15.8,95,0.268,4.82,83.89505754
,20180607,100,14.9,97,0.267,5.23,41.05911477
,20180607,200,13.9,99,0.267,4.59,73.02594206
,20180607,300,13.1,100,0.268,4.59,36.32377018
,20180607,400,12.2,100,0.268,4.77,36.30155403
,20180607,500,11.5,100,0.268,5.87,143.9013036
,20180607,600,13.6,100,0.267,5.93,94.04998312
,20180607,700,18.4,91,0.267,6.38,127.8686505
,20180607,800,21.4,64,0.267,6.34,29.81124874
,20180607,900,23,46,0.267,6.56,47.04780341
,20180607,1000,24.2,39,0.266,6.72,102.7631321
,20180607,1100,25.1,35,0.266,6.85,13.98763735
,20180607,1200,26,34,0.266,6.83,69.23666108
,20180607,1300,26.8,29,0.266,6.41,107.0121097
,20180607,1400,27.2,28,0.266,5.87,18.66482037
,20180607,1500,27.3,30,0.265,5.83,59.52397653
,20180607,1600,27.2,32,0.264,6.6,82.88053528
,20180607,1700,27.1,35,0.263,5.63,32.58814346
,20180607,1800,26.1,43,0.262,4.77,8.207041004
,20180607,1900,22.2,66,0.261,4.72,3.740203994
,20180607,2000,19.7,73,0.261,4.57,57.22243476
,20180607,2100,18.9,79,0.261,4.84,64.62628376
,20180607,2200,17.8,80,0.26,4.6,80.97421101
,20180607,2300,16.2,89,0.26,4.66,80.53656207
,20180608,0,14.9,95,0.259,5.22,98.80543365
,20180608,100,14.4,97,0.259,5.25,0.118412241
,20180608,200,13.9,97,0.259,4.21,59.59569144
,20180608,300,13.5,98,0.259,4.28,40.63287022
,20180608,400,13.2,98,0.259,4.73,147.3361524
,20180608,500,13.1,99,0.258,5.18,44.91521524
,20180608,600,14.9,98,0.258,5.82,107.0816341
,20180608,700,19.9,88,0.258,6.23,123.3291763
,20180608,800,23.3,68,0.258,6.34,128.2100632
,20180608,900,25.1,63,0.259,6.48,35.93818251
,20180608,1000,26.2,60,0.258,6.77,141.0845315
,20180608,1100,27.2,54,0.258,6.78,33.1197227
,20180608,1200,27.8,52,0.258,5.86,148.8919427
,20180608,1300,27.6,54,0.257,6.35,146.0507625
,20180608,1400,27.8,56,0.256,6.09,55.4743602
,20180608,1500,28,54,0.255,5.85,139.368432
,20180608,1600,25.7,63,0.254,5.6,116.4982404
,20180608,1700,24.9,70,0.253,5.43,19.44201336
,20180608,1800,24.5,77,0.253,4.17,65.30230822
,20180608,1900,23.7,81,0.252,4.57,8.684168208
,20180608,2000,22.2,89,0.252,5.32,94.00249496
,20180608,2100,21,96,0.252,4.57,134.125245
,20180608,2200,20.2,98,0.251,4.52,111.255471
,20180608,2300,19.4,100,0.251,5.16,24.48567221
,20180609,0,18.6,100,0.251,3.95,6.172839503
,20180609,100,17.7,100,0.25,4.46,103.648216
,20180609,200,17.3,100,0.25,4.68,7.050445271
,20180609,300,17.1,100,0.25,3.34,12.62540414
,20180609,400,16.5,100,0.25,4.43,143.275387
,20180609,500,16.2,100,0.25,5.36,52.0839764
,20180609,600,18.1,100,0.249,6.35,72.71615156
,20180609,700,21.6,92,0.25,5.77,6.064205116
,20180609,800,24.1,74,0.25,6.22,25.81022757
,20180609,900,25.4,68,0.25,5.92,59.92173916
,20180609,1000,26.4,65,0.25,6.24,8.297833381
,20180609,1100,25.9,69,0.249,6.48,36.08420516
,20180609,1200,27.3,60,0.249,6.21,98.67256321
,20180609,1300,27.8,54,0.248,6.3,52.37112207
,20180609,1400,27.9,57,0.249,6.8,136.4466069
,20180609,1500,28.5,52,0.246,6.69,26.49724207
,20180609,1600,28,52,0.246,5.93,108.290104
,20180609,1700,27.4,55,0.244,5.55,103.7404967
,20180609,1800,27.1,58,0.243,4.84,60.86701822
,20180609,1900,24.9,73,0.243,4.29,93.03757542
,20180609,2000,22.4,84,0.242,4.6,34.75884236
,20180609,2100,21.2,91,0.242,4.92,106.6507779
,20180609,2200,20.7,95,0.242,4.12,6.987505282
,20180609,2300,20.7,94,0.242,4.52,6.190448313
,20180610,0,19.5,97,0.243,4.12,100.5722828
,20180610,100,19.1,99,0.242,4.93,109.7598324
,20180610,200,18.7,99,0.241,4.74,128.2328897
,20180610,300,17.8,100,0.241,3.65,123.4153554
,20180610,400,17.6,100,0.241,4.97,109.7568644
,20180610,500,17.5,100,0.24,5.47,40.66152349
,20180610,600,19.4,97,0.241,6.38,69.40819799
,20180610,700,21.8,88,0.241,6.41,20.31885473
,20180610,800,23,80,0.241,6.31,145.2111951
,20180610,900,22.6,77,0.24,5.61,94.32981957
,20180610,1000,23.3,76,0.24,5.86,62.6862697
